ad_type,impressions,spend_usd,geo_targeting_included
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Video,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Video,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Video,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Video,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Video,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Image,10k-100k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Image,10k-100k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Video,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Video,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Image,<=10k,<100,Washington
Video,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Video,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Video,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Image,10k-100k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Video,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Video,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Video,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Video,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Video,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Video,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Video,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Video,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Video,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Text,<=10k,<100,Washington
Video,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Video,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Video,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Video,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Video,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Video,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Video,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Video,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Video,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Video,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Video,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Video,<=10k,<100,Washington
Video,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Image,10k-100k,<100,Washington
Video,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Text,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Video,<=10k,<100,Washington
Video,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Image,10k-100k,<100,Washington
Image,10k-100k,<100,Washington
Image,10k-100k,<100,Washington
Image,<=10k,<100,Washington
Image,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Video,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Image,10k-100k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Text,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Video,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Image,10k-100k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Video,<=10k,<100,Washington
Image,100k-1M,<100,Washington
Image,10k-100k,<100,Washington
Image,10k-100k,<100,Washington
Text,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Text,<=10k,<100,Washington
Image,<=10k,<100,Washington
Image,100k-1M,<100,Washington
Image,10k-100k,<100,Washington
Video,<=10k,<100,Washington
Video,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Video,<=10k,<100,Washington
Video,<=10k,<100,Washington
Text,<=10k,<100,Washington
Video,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Video,10k-100k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Video,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Text,<=10k,<100,Washington
Image,10k-100k,<100,Washington
Image,10k-100k,<100,Washington
Image,10k-100k,<100,Washington
Video,<=10k,<100,Washington
Video,<=10k,<100,Washington
Video,10k-100k,100-1k,Mississippi
Image,10k-100k,100-1k,Mississippi
Video,<=10k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Video,<=10k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Image,10k-100k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Image,100k-1M,100-1k,Mississippi
Image,10k-100k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Image,10k-100k,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Image,10k-100k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Image,10k-100k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Video,<=10k,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Image,100k-1M,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Image,10k-100k,100-1k,Mississippi
Video,<=10k,100-1k,Mississippi
Image,10k-100k,100-1k,Mississippi
Image,10k-100k,100-1k,Mississippi
Image,100k-1M,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Image,10k-100k,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Image,100k-1M,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Text,10k-100k,100-1k,Mississippi
Image,100k-1M,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Image,10k-100k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Image,10k-100k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Image,100k-1M,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Image,100k-1M,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Image,10k-100k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Image,100k-1M,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Image,100k-1M,100-1k,Mississippi
Image,100k-1M,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Image,100k-1M,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Text,10k-100k,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Image,100k-1M,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Text,10k-100k,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Image,100k-1M,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Image,100k-1M,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Image,100k-1M,100-1k,Mississippi
Image,100k-1M,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Video,10k-100k,100-1k,Mississippi
Text,<=10k,100-1k,Mississippi
Image,1M-10M,1k-50k,Mississippi
Text,100k-1M,1k-50k,Mississippi
Text,10k-100k,1k-50k,Mississippi
Text,<=10k,1k-50k,Mississippi
Video,100k-1M,1k-50k,Mississippi
Video,100k-1M,1k-50k,Mississippi
Video,100k-1M,1k-50k,Mississippi
Video,100k-1M,1k-50k,Mississippi
Video,10k-100k,1k-50k,Mississippi
Video,10k-100k,1k-50k,Mississippi
Text,<=10k,1k-50k,Mississippi
Video,100k-1M,1k-50k,Mississippi
Text,10k-100k,1k-50k,Mississippi
Video,100k-1M,1k-50k,Mississippi
Text,<=10k,1k-50k,Mississippi
Video,100k-1M,1k-50k,Mississippi
Video,100k-1M,1k-50k,Mississippi
Text,<=10k,1k-50k,Mississippi
Text,10k-100k,1k-50k,Mississippi
Text,<=10k,1k-50k,Mississippi
Video,100k-1M,1k-50k,Mississippi
Video,100k-1M,1k-50k,Mississippi
Image,100k-1M,1k-50k,Mississippi
Video,100k-1M,1k-50k,Mississippi
Video,10k-100k,1k-50k,Mississippi
Text,10k-100k,1k-50k,Mississippi
Text,<=10k,1k-50k,Mississippi
Image,1M-10M,1k-50k,Mississippi
Video,100k-1M,1k-50k,Mississippi
Text,10k-100k,1k-50k,Mississippi
Video,100k-1M,1k-50k,Mississippi
Video,10k-100k,1k-50k,Mississippi
Text,10k-100k,1k-50k,Mississippi
Video,100k-1M,1k-50k,Mississippi
Text,10k-100k,1k-50k,Mississippi
Text,10k-100k,1k-50k,Mississippi
Image,100k-1M,1k-50k,Mississippi
Video,100k-1M,1k-50k,Mississippi
Video,100k-1M,1k-50k,Mississippi
Text,<=10k,1k-50k,Mississippi
Text,<=10k,1k-50k,Mississippi
Text,10k-100k,1k-50k,Mississippi
Text,10k-100k,1k-50k,Mississippi
Text,<=10k,1k-50k,Mississippi
Video,1M-10M,1k-50k,Mississippi
Video,100k-1M,1k-50k,Mississippi
Image,1M-10M,1k-50k,Mississippi
Text,10k-100k,1k-50k,Mississippi
Text,10k-100k,1k-50k,Mississippi
Video,100k-1M,1k-50k,Mississippi
Video,10k-100k,1k-50k,Mississippi
